artist,track,duration,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
"Mukesh, Lata Mangeshkar",Begani Shadi Men Abdulla Diwana,3.62,17.0,0.715,0.446,4.0,-10.887,0,0.0591,0.908,0.000198,0.427,0.932,102.673,4,bollywood
Second to Sun,Marsch der W√∂lfe,5.26,28.0,0.313,0.933,2.0,-4.574,1,0.062,4.82e-06,0.139,0.717,0.0958,76.01,4,metal
Long Distance Calling,Hazard,6.15,34.0,0.287,0.77,2.0,-7.477,1,0.0546,0.000483,0.445,0.0519,0.293,71.072,4,metal
The Jungle Giants,Treat You Right,3.69,56.0,0.664,0.759,9.0,-4.926,0,0.0428,0.0169,0.0025,0.179,0.771,160.023,4,pop
Sha Na Na,At the Hop - Live at Woodstock,3.08,22.0,0.294,0.923,4.0,-12.239,0,0.212,0.198,0.000128,0.992,0.208,135.384,4,rock
Parker Millsap,Hades Pleads,2.6,48.0,0.568,0.632,9.0,-6.958,1,0.161,0.0245,0.000246,0.401,0.711,164.823,4,rock
bbno$,bad to the bone,2.36,67.0,0.95,0.574,11.0,-7.969,0,0.251,0.0973,0.000274,0.0801,0.656,106.042,4,pop
AWOLNATION,The Best (feat. Alice Merton),3.72,53.0,0.645,0.86,2.0,-5.041,0,0.031,0.128,0.00517,0.0929,0.04,111.029,4,rock
Bruce Springsteen,Ghosts,5.91,58.0,0.532,0.736,11.0,-6.901,1,0.0383,0.000146,0.000961,0.292,0.656,125.105,4,rock
Braid,Killing A Camera,2.56,32.0,0.39,0.885,11.0,-6.98,0,0.0549,0.0014,2.11e-05,0.371,0.592,83.661,4,rock
JunkBunny,Another Summer Song,3.85,27.0,0.343,0.85,1.0,-7.51,1,0.0567,5.37e-05,5.01e-05,0.0905,0.437,161.794,4,rock
Hazvuvim,◊ñ◊®◊ñ◊ô◊®◊ô◊ù,5.51,14.0,0.682,0.749,4.0,-10.759,0,0.0435,0.00883,0.00166,0.12,0.686,117.871,4,rock
OK Go,This Too Shall Pass,3.14,43.0,0.43,0.669,5.0,-3.398,1,0.0448,5.07e-05,0.0105,0.121,0.417,160.001,4,rock
Half the Animal,Magic,3.51,43.0,0.539,0.654,1.0,-6.454,0,0.0813,0.0296,1.49e-06,0.0595,0.511,170.138,5,rock
The Beaches,Give It Up,3.0,41.0,0.691,0.62,6.0,-3.339,0,0.0455,0.0129,0.000686,0.0821,0.552,109.027,4,rock
Malfunkshun,Jezebel Woman,4.52,42.0,0.217,0.736,9.0,-7.309,0,0.0409,0.000689,2.46e-06,0.0821,0.246,130.404,4,rock
George Harrison,Give Me Love (Give Me Peace On Earth),3.59,62.0,0.373,0.57,5.0,-11.56,1,0.0441,0.497,0.0124,0.128,0.631,81.28,4,rock
King of Asgard,Ammobi√¶rg,8.06,26.0,0.0809,0.993,2.0,-4.093,1,0.163,5.49e-05,0.932,0.183,0.0397,70.972,1,metal
Touch√© Amor√©,Reminders,3.06,40.0,0.352,0.927,8.0,-8.144,1,0.11,6.9e-05,4.48e-05,0.0409,0.355,98.336,4,rock
Misplaced,idk why i try,3.13,33.0,0.495,0.949,1.0,-3.789,1,0.0407,4.2e-05,0.711,0.438,0.683,105.013,4,rock
Journers,Yok Mu ?,4.58,28.0,0.485,0.706,9.0,-7.165,1,0.0333,0.00782,0.000568,0.108,0.349,135.954,4,rock
Miss May I,Shadows Inside,3.94,56.0,0.381,0.969,10.0,-4.956,0,0.141,4.59e-06,1.47e-05,0.143,0.338,179.987,4,metal
wave to earth,daisy.,3.64,33.0,0.442,0.576,6.0,-5.611,0,0.0321,0.362,9.77e-06,0.308,0.643,202.081,4,rock
Greta Van Fleet,Age of Machine,6.89,63.0,0.222,0.807,7.0,-4.738,1,0.045,0.000696,0.00844,0.0801,0.106,136.344,4,rock
Godsticks,Victim - Edit,5.55,24.0,0.292,0.775,4.0,-6.192,0,0.0488,0.00796,1.98e-06,0.111,0.368,150.475,4,rock
Jan & Dean,Surf City - Remastered 1990/Stereo Remix,2.72,45.0,0.469,0.647,8.0,-13.913,1,0.0315,0.595,1.65e-06,0.339,0.942,147.878,4,rock
The Pharcyde,Drop,5.57,56.0,0.853,0.754,10.0,-7.158,0,0.259,0.335,6.21e-06,0.252,0.69,95.081,4,hiphop
Salt-N-Pepa,Push It,4.54,68.0,0.913,0.596,11.0,-12.477,0,0.0707,0.00658,0.00349,0.078,0.973,127.215,4,pop
21 Savage,Runnin,3.27,80.0,0.819,0.626,10.0,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,4,hiphop
Amber Run,Neon Circus,3.61,38.0,0.486,0.908,2.0,-4.43,1,0.0369,0.0023,0.24,0.389,0.241,89.991,4,rock
P.O.D.,Boom - 2006 Remaster,3.12,50.0,0.563,0.924,2.0,-5.567,1,0.0734,0.00156,1.15e-06,0.0468,0.539,90.928,4,rock
Monster Magnet,Powertrip,3.52,49.0,0.522,0.853,11.0,-5.861,1,0.0383,7.44e-05,0.582,0.131,0.637,140.727,4,metal
Gorgoroth,Begravelsesnatt,2.55,35.0,0.17,0.98,7.0,-12.697,1,0.0652,2.48e-06,0.852,0.515,0.0504,144.475,4,metal
Fleetwood Mac,The Chain - 2004 Remaster,4.5,82.0,0.545,0.67,9.0,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,4,rock
Arik Einstein,◊û◊ì◊ï◊¢ ◊î◊ô◊ú◊ì ◊¶◊ó◊ß ◊ë◊ó◊ú◊ï◊ù,4.22,23.0,0.409,0.231,1.0,-15.002,1,0.0353,0.451,1.02e-05,0.084,0.125,116.036,4,rock
Mohammed Rafi,Dekhi Zamane Ki Yaari,9.01,9.0,0.261,0.14,6.0,-15.33,1,0.0412,0.983,0.69,0.116,0.188,72.286,4,bollywood
Migrant Motel,New Religion,3.07,35.0,0.571,0.405,1.0,-8.907,1,0.025,0.00157,0.000991,0.0911,0.398,72.974,4,rock
Red Fang,Arrows,3.88,46.0,0.187,0.913,7.0,-8.185,1,0.0558,0.224,0.843,0.102,0.344,156.715,4,rock
The Devil and the Almighty Blues,The Ghosts of Charlie Barracuda,7.77,40.0,0.298,0.584,11.0,-7.257,1,0.0322,0.0435,0.328,0.1,0.388,143.927,3,rock
Sha Na Na,Silhouettes - Live at Woodstock,2.96,21.0,0.4,0.682,5.0,-11.927,1,0.0563,0.183,0.000803,0.803,0.778,117.528,1,rock
Electric Light Orchestra,Mr. Blue Sky,5.06,81.0,0.388,0.338,10.0,-10.054,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765,4,pop
M√∂tley Cr√ºe,"Girls, Girls, Girls",4.51,71.0,0.6,0.931,7.0,-4.647,1,0.0734,0.0296,7.1e-05,0.392,0.542,140.123,4,pop
Lauv,I Like Me Better,3.29,83.0,0.752,0.505,9.0,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,4,pop
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",4.69,82.0,0.601,0.532,10.0,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,4,rock
Hollow,Caterpillar,3.42,44.0,0.401,0.764,1.0,-5.476,1,0.145,0.00705,0.000142,0.0506,0.109,99.949,4,rock
Life On Venus,What Lies Beneath,3.9,39.0,0.433,0.676,8.0,-5.953,1,0.0304,0.000364,0.531,0.101,0.404,133.957,4,rock
"Pritam, Arijit Singh","Shayad (From ""Love Aaj Kal"")",4.13,64.0,0.487,0.456,8.0,-7.144,1,0.0319,0.789,1.79e-06,0.141,0.348,136.088,4,bollywood
Sammy Hagar,Give To Live,4.4,40.0,0.423,0.63,2.0,-9.778,1,0.0312,0.0129,5.86e-06,0.0479,0.393,153.945,4,rock
My Morning Jacket,Circuital,7.33,29.0,0.44,0.505,10.0,-9.517,1,0.031,0.22,0.413,0.129,0.501,102.354,4,rock
Kansas,Carry on Wayward Son,5.38,75.0,0.482,0.786,7.0,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,4,rock
Veil Of Maya,Viscera,3.67,56.0,0.537,0.96,2.0,-3.705,1,0.0594,0.000175,4.25e-06,0.0892,0.382,137.986,4,metal
Monster Magnet,Learning to Die,6.47,40.0,0.253,0.802,9.0,-6.866,1,0.0495,0.00192,0.148,0.398,0.279,160.099,4,metal
Fl√µstate,Dream Dance,3.79,27.0,0.318,0.359,9.0,-8.549,0,0.0305,0.681,0.00799,0.0951,0.0397,127.747,3,pop
Waterparks,Numb,2.45,56.0,0.61,0.974,6.0,-3.407,1,0.166,0.000625,1.2e-06,0.429,0.71,125.077,4,rock
TOOL,Pneuma,11.89,65.0,0.415,0.53,9.0,-9.338,0,0.0314,0.00209,0.75,0.11,0.0586,114.174,1,metal
Van Halen,And the Cradle Will Rock... - 2015 Remaster,3.55,51.0,0.509,0.928,2.0,-5.833,1,0.0329,0.189,1.41e-06,0.269,0.736,107.921,4,rock
Airbourne,Runnin' Wild,3.63,65.0,0.503,0.96,10.0,-2.672,1,0.0626,9.25e-05,0.578,0.274,0.489,162.022,4,metal
Haley Reinhart,Free As a Bird,4.47,27.0,0.498,0.28,11.0,-11.026,0,0.0261,0.955,0.155,0.149,0.189,76.078,3,rock
Einherjer,West Coast Groove,4.12,28.0,0.489,0.95,4.0,-8.544,1,0.0397,1.5e-05,0.707,0.477,0.602,75.997,4,metal
Miri Mesika,◊ê◊©◊î ◊ó◊®◊°◊ô◊†◊î,4.16,28.0,0.526,0.622,7.0,-5.492,0,0.0374,0.536,1.97e-05,0.251,0.224,123.958,4,pop
Rick Wakeman,Catherine Of Aragon,3.82,39.0,0.351,0.307,3.0,-12.071,1,0.0336,0.433,0.85,0.328,0.0951,105.092,4,rock
Mondo Cozmo,Bittersweet Symphony - Jim Eno Sessions,5.39,41.0,0.396,0.774,9.0,-8.22,1,0.03,0.0266,0.0347,0.0702,0.462,169.959,4,rock
Alluvial,Colony,2.95,35.0,0.413,0.987,7.0,-3.675,1,0.17,0.000403,0.667,0.125,0.167,149.992,4,metal
The Darkness,All the Pretty Girls,3.31,30.0,0.248,0.943,7.0,-4.252,1,0.172,0.000119,0.00428,0.136,0.378,172.435,4,rock
Brittany Howard,Stay High,3.19,54.0,0.598,0.853,9.0,-5.373,1,0.0545,0.132,0.00297,0.132,0.312,121.988,1,rock
Erik Ekholm,Extinction,4.06,36.0,0.437,0.776,7.0,-9.259,1,0.0348,0.000153,0.816,0.0989,0.193,140.021,4,metal
Sean Ono Lennon,Parachute,3.32,43.0,0.538,0.532,6.0,-9.61,0,0.0249,0.555,7.27e-05,0.118,0.433,77.018,4,rock
Nick Cave & The Bad Seeds,Tupelo - 2009 Remastered Version,7.3,38.0,0.504,0.69,5.0,-10.309,0,0.0849,0.0553,0.0365,0.255,0.577,109.038,4,rock
Glom,Immortalized,3.06,14.0,0.491,0.835,4.0,-6.445,1,0.0416,0.0466,0.289,0.261,0.504,118.447,3,rock
"Antonín Dvořák, Busch Trio, Maria Milstein, Miguel Da Silva","Bagatelles, Op. 47: IV. Canon (Andante con moto)",2.4,23.0,0.121,0.0825,4.0,-24.735,1,0.0537,0.935,0.662,0.107,0.0735,75.31,3,instrumental
AC/DC,Highway to Hell,3.47,83.0,0.574,0.913,6.0,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,4,metal
Yuval Dayan,◊™◊©◊ê◊ú ◊ê◊™ ◊î◊û◊ô◊ù,3.12,39.0,0.653,0.523,8.0,-10.083,1,0.0576,0.326,0.00539,0.373,0.35,89.024,4,pop
Volumes,Pixelate,3.17,40.0,0.376,0.956,1.0,-4.936,1,0.0921,7.25e-05,0.112,0.117,0.406,200.211,3,metal
Mudvayne,Dig,2.7,64.0,0.623,0.983,11.0,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975,4,metal
Westy,Residence,2.8,12.0,0.618,0.448,9.0,-10.248,0,0.0676,0.027,0.767,0.0924,0.074,107.181,3,hiphop
Gracie Abrams,Brush Fire,3.17,7.0,0.528,0.367,2.0,-9.227,1,0.055,0.878,0.000146,0.0795,0.293,128.715,4,pop
Deap Vally,Bring It On,2.99,38.0,0.612,0.622,2.0,-6.698,1,0.0559,0.266,0.000677,0.174,0.594,81.972,4,rock
Confusing Paradise,Skylla,4.31,34.0,0.533,0.942,10.0,-6.067,0,0.0722,3.9e-05,0.704,0.106,0.0469,120.012,4,metal
Nothing But Thieves,Sorry,3.58,63.0,0.667,0.776,8.0,-4.535,0,0.0281,0.00238,4.52e-05,0.134,0.519,128.005,4,rock
KISS,I Was Made For Lovin' You,4.52,79.0,0.768,0.852,4.0,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,4,pop
Aya Zahavi Feiglin,◊ú◊ê ◊ú◊ë◊õ◊ï◊™,3.67,25.0,0.541,0.458,2.0,-7.742,1,0.0257,0.216,0.00159,0.144,0.292,145.013,4,pop
Black Violin,Stereotypes,3.49,31.0,0.338,0.58,2.0,-8.703,0,0.0573,0.506,7.76e-05,0.147,0.262,157.801,4,hiphop
Kaiser Chiefs,Ruby,3.38,62.0,0.443,0.934,5.0,-3.398,0,0.0501,0.00604,6.66e-06,0.0779,0.401,93.43,4,rock
Sarit Hadad,◊ô◊ê◊ú◊ú◊î ◊ú◊ö ◊î◊ë◊ô◊™◊î ◊û◊ï◊ò◊ô,3.35,28.0,0.722,0.896,7.0,-4.581,0,0.0365,0.144,3.49e-06,0.196,0.928,114.008,4,pop
IMMERSE,With You,3.11,41.0,0.448,0.526,4.0,-8.513,0,0.0292,0.0069,0.139,0.208,0.119,100.007,4,rock
Itzik Kala,◊û◊ê◊û◊ô ◊û◊ê◊û◊ô,4.78,20.0,0.78,0.603,2.0,-12.064,0,0.0376,0.22,2.39e-05,0.336,0.836,145.486,4,pop
The Vines,Outtathaway,3.05,45.0,0.505,0.948,7.0,-4.724,1,0.0659,0.00018,0.00313,0.128,0.594,133.561,4,rock
Sentenced,Noose,4.02,45.0,0.53,0.893,7.0,-5.426,0,0.0704,0.00027,0.37,0.095,0.585,135.076,4,metal
Infinity Ripple,Torn Apart,3.01,39.0,0.149,0.0366,1.0,-22.291,1,0.0382,0.755,0.88,0.121,0.121,89.643,3,instrumental
Rexx Life Raj,Aura (feat. Kojey Radical),3.38,48.0,0.731,0.693,1.0,-7.372,0,0.0893,0.603,0.0677,0.111,0.798,161.991,4,hiphop
The Bloody Beetroots,My Name Is Thunder,2.79,54.0,0.457,0.95,2.0,-2.533,1,0.0776,0.000482,0.00189,0.141,0.27,128.034,4,rock
Ov Sulfur,Behind the Hand of God,3.34,34.0,0.454,0.993,6.0,-2.521,1,0.205,0.00104,0.000315,0.36,0.149,130.032,3,metal
black midi,953,5.34,46.0,0.272,0.909,6.0,-4.921,1,0.111,0.00202,0.145,0.286,0.245,124.227,4,rock
my bloody valentine,Soon,6.99,50.0,0.431,0.927,6.0,-9.072,0,0.0432,5.99e-06,0.869,0.42,0.632,109.55,4,rock
"Antonio Vivaldi, Raphael Wallfisch, City of London Sinfonia, Nicholas Kraemer","Cello Concerto in C Major, RV 398: II. Largo",1.75,34.0,0.352,0.03,9.0,-23.518,0,0.0401,0.979,0.838,0.109,0.22,114.834,3,instrumental
Ozzy Osbourne,Crazy Train,4.94,20.0,0.453,0.905,9.0,-4.001,1,0.115,0.36,0.000569,0.26,0.474,137.571,4,rock
Keith Jarrett Trio,I Thought About You,4.03,45.0,0.337,0.0281,5.0,-28.315,1,0.0327,0.89,0.325,0.184,0.0804,101.031,4,instrumental
Power Trip,Divine Apprehension,4.29,46.0,0.168,0.979,9.0,-3.963,0,0.184,8.44e-06,0.204,0.0644,0.153,169.925,4,metal
FEVER 333,(The First Stone) Changes [feat. Yelawolf],3.16,37.0,0.689,0.869,2.0,-5.031,1,0.249,0.0124,4.57e-05,0.381,0.372,118.956,4,rock
Billie Holiday,Strange Fruit,3.21,61.0,0.313,0.0437,6.0,-22.627,1,0.0315,0.989,0.148,0.209,0.0625,100.827,1,hiphop
Carlos Cano,A Rafael de Le√≥n,5.82,19.0,0.404,0.266,4.0,-12.272,1,0.0399,0.958,2.72e-05,0.11,0.322,100.831,4,pop
The Pineapple Thief,Demons,4.57,40.0,0.607,0.503,1.0,-12.523,1,0.0283,0.116,0.183,0.0625,0.354,140.031,4,rock
Palm Reader,A Bird and Its Feathers,6.54,20.0,0.445,0.776,9.0,-7.21,1,0.0399,0.00237,0.799,0.0636,0.0503,134.895,3,metal
Kickin Valentina,End Of The Road,4.2,38.0,0.559,0.875,9.0,-6.894,1,0.0367,7.69e-06,0.0125,0.359,0.626,133.03,4,rock
Oliver Tree,Let Me Down,1.85,69.0,0.457,0.648,7.0,-5.762,1,0.0552,0.0114,1.69e-05,0.212,0.736,160.021,4,rock
Monta√±a,Andes,3.5,23.0,0.461,0.551,8.0,-8.121,0,0.0307,0.194,0.763,0.0916,0.212,158.088,3,rock
The Cold Stares,Head Bent,2.58,33.0,0.563,0.939,1.0,-7.322,1,0.061,0.000633,0.00673,0.287,0.587,112.48,1,rock
Coal Chamber,Sway,3.59,48.0,0.486,0.763,7.0,-6.719,1,0.111,0.00154,0.047,0.0612,0.342,133.929,4,metal
Wig Wam,Kilimanjaro,3.93,33.0,0.448,0.585,1.0,-12.226,1,0.0284,0.000604,0.546,0.0632,0.399,84.994,4,metal
Gary Moore,Parisienne Walkways,3.34,55.0,0.149,0.243,9.0,-13.188,0,0.0305,0.3,0.00506,0.12,0.215,174.451,3,rock
BROCKHAMPTON,BUZZCUT (feat. Danny Brown),3.35,66.0,0.717,0.758,2.0,-5.576,0,0.268,0.0791,7.08e-06,0.293,0.252,91.983,4,hiphop
Ikiatari,Gatatttack!,3.42,25.0,0.466,0.654,3.0,-7.545,0,0.0346,0.337,0.331,0.123,0.693,156.874,4,rock
Mountain,"Waiting To Take You Away - Live at Woodstock, Bethel, NY - August 1969",4.66,25.0,0.255,0.586,7.0,-8.314,1,0.044,0.147,0.0171,0.97,0.334,164.121,4,rock
Spock's Beard,To Breathe Another Day,5.63,29.0,0.468,0.967,2.0,-5.143,1,0.0884,0.00364,0.00013,0.519,0.486,140.029,1,rock
Ghostemane,Lazaretto,1.89,59.0,0.542,0.923,9.0,-5.924,1,0.306,0.00334,0.505,0.397,0.321,149.883,4,rock
Syberia,Empire of Oppression,6.13,29.0,0.369,0.897,7.0,-8.644,1,0.0528,3.06e-05,0.732,0.0805,0.255,169.985,4,metal
P.O.D.,Alive - 2006 Remaster,3.39,57.0,0.409,0.952,2.0,-3.761,0,0.0756,1.23e-05,0.000156,0.31,0.55,80.899,4,metal
Yuval Dayan,◊ê◊ó◊õ◊î ◊ú◊ö,3.92,33.0,0.533,0.415,1.0,-10.708,0,0.0454,0.879,0.000488,0.141,0.264,137.571,4,pop
Meshuggah,Bleed,7.38,60.0,0.242,0.998,3.0,-5.64,0,0.0895,8.12e-06,0.88,0.284,0.18,114.831,4,metal
Citizen King,Better Days (And the Bottom Drops Out),3.45,58.0,0.758,0.896,9.0,-3.311,1,0.0501,0.173,3.18e-05,0.136,0.797,94.911,4,rock
Tears For Fears,Woman In Chains,6.52,68.0,0.434,0.609,5.0,-8.295,1,0.0306,0.0232,0.00108,0.0557,0.372,159.994,4,rock
Imperio Argentina,Falsa Moneda,3.62,23.0,0.554,0.431,7.0,-5.89,1,0.0962,0.912,7.54e-05,0.397,0.418,116.303,4,pop
Allman Brothers Band,Blue Sky,5.2,63.0,0.491,0.47,4.0,-13.45,1,0.0264,0.747,0.747,0.128,0.846,93.964,4,rock
Walking On Cars,Catch Me If You Can,4.36,50.0,0.508,0.844,2.0,-5.989,1,0.0454,0.00329,0.093,0.118,0.303,129.031,4,rock
Kills Birds,Volcano,2.81,38.0,0.274,0.984,7.0,-3.378,1,0.29,0.00155,0.0503,0.314,0.359,169.235,4,rock
Frances Forever,space girl (feat. chloe moriondo),3.88,58.0,0.661,0.407,9.0,-8.643,1,0.0295,0.566,0.000116,0.185,0.227,125.993,4,pop
NanowaR of Steel,Uranus (feat. Michael Starr),4.22,39.0,0.549,0.92,8.0,-6.046,1,0.0497,0.00105,3.52e-05,0.0322,0.41,101.955,4,metal
Walter Egan,Magnet and Steel,3.47,29.0,0.768,0.331,1.0,-14.248,0,0.0321,0.653,2.89e-05,0.0943,0.52,114.037,3,rock
L.A. Guns,The Ballad Of Jayne,4.57,53.0,0.474,0.369,6.0,-14.216,1,0.0296,0.0291,5.86e-05,0.128,0.156,61.207,4,metal
I Prevail,Every Time You Leave,3.61,63.0,0.473,0.749,1.0,-5.047,0,0.0287,0.000466,5.5e-06,0.0883,0.167,150.022,4,rock
Semisonic,Secret Smile,4.66,59.0,0.551,0.516,10.0,-9.587,0,0.027,0.289,0.00015,0.0853,0.547,99.045,4,rock
Betcha,July,3.46,55.0,0.607,0.658,6.0,-5.552,0,0.0262,0.0103,0.0224,0.0537,0.567,99.983,4,rock
Nirvana,The Man Who Sold The World,4.35,74.0,0.483,0.753,1.0,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,4,rock
"Ivan Bielsa, Timothy Reiger",Blue In Green,2.49,40.0,0.567,0.123,5.0,-16.546,1,0.0594,0.969,0.848,0.111,0.0492,113.205,4,instrumental
Atreyu,Catastrophe,2.75,59.0,0.54,0.968,5.0,-3.167,1,0.0766,0.00429,1.2e-05,0.111,0.354,130.015,4,rock
The Killers,Be Still,4.55,55.0,0.548,0.254,3.0,-8.981,1,0.0314,0.59,1.55e-05,0.0937,0.0386,143.769,4,rock
Benny Carter,Crazy Rhythm,3.4,12.0,0.634,0.637,7.0,-8.07,0,0.0542,0.272,0.251,0.0874,0.839,118.997,4,instrumental
Electric Enemy,Heartache Melody,2.87,42.0,0.393,0.926,1.0,-2.368,0,0.116,0.00195,0.0287,0.371,0.36,145.92,4,rock
Seaway,Mrs. David,3.36,48.0,0.537,0.943,11.0,-4.505,1,0.0707,0.000132,6.16e-05,0.204,0.477,130.034,4,rock
Slash,"Sweet Child O' Mine (feat. Myles Kennedy and The Conspirators) - Live at Spotify, London",6.62,58.0,0.566,0.538,6.0,-5.729,1,0.0346,0.406,0.000497,0.979,0.315,121.154,4,rock
Shlomo Artzi,◊û◊†◊í◊ë ◊ú◊ö ◊™'◊ì◊û◊¢◊ï◊™,3.12,37.0,0.552,0.57,1.0,-6.973,0,0.0274,0.71,2.18e-06,0.0886,0.734,147.268,4,rock
Pixies,Wave of Mutilation,3.0,59.0,0.642,0.355,5.0,-14.196,1,0.0329,0.0951,3.44e-05,0.0865,0.725,180.26,4,rock
ONR,It Gets To A Point,3.89,45.0,0.545,0.964,1.0,-4.326,1,0.0565,0.000114,3.87e-06,0.0842,0.698,142.002,4,rock
Kid Ink,Red Light,2.67,55.0,0.829,0.619,9.0,-8.275,0,0.0996,0.0871,1.3e-06,0.119,0.217,102.025,4,hiphop
Guns N' Roses,Paradise City,6.76,77.0,0.273,0.952,11.0,-8.762,1,0.0843,0.0169,0.0111,0.142,0.472,100.271,4,rock
The Dandy Warhols,Ride,4.17,33.0,0.11,0.729,9.0,-7.247,1,0.0395,0.000413,0.137,0.108,0.498,182.476,4,rock
Jonas Blue,Younger,3.25,64.0,0.784,0.845,3.0,-2.793,1,0.0596,0.286,1.59e-05,0.074,0.888,105.981,4,pop
Michael Kiwanuka,Hero,3.32,57.0,0.532,0.942,4.0,-3.395,0,0.0348,0.0232,0.848,0.104,0.533,95.065,4,pop
Crossfaith,RedZone,3.8,47.0,0.405,0.943,6.0,-5.399,0,0.0929,7.95e-05,0.000672,0.159,0.521,175.008,4,rock
Cheap Trick,The Flame,5.65,66.0,0.629,0.581,4.0,-11.856,1,0.027,0.513,2.06e-06,0.0755,0.359,97.074,4,rock
Dispatch,Only the Wild Ones,4.22,63.0,0.492,0.7,8.0,-7.001,1,0.0437,0.413,0.00013,0.0996,0.605,110.741,4,rock
Eagles,Take It to the Limit - 2013 Remaster,4.78,66.0,0.435,0.423,11.0,-8.795,1,0.024,0.0916,0.000659,0.132,0.451,91.137,3,rock
Philip Sayce Group,Morning Star,5.16,41.0,0.393,0.913,8.0,-5.009,1,0.0713,0.00683,0.00328,0.0547,0.651,78.157,4,rock
Ryan Adams,Wonderwall,4.14,60.0,0.321,0.22,7.0,-12.608,0,0.0352,0.828,0.00398,0.0873,0.301,157.037,4,rock
Altin G√ºn,Kara Toprak,4.2,46.0,0.792,0.634,4.0,-11.178,0,0.0723,0.116,0.162,0.065,0.556,90.04,4,rock
Bobby Verne,Red Hot Car,2.58,27.0,0.299,0.578,9.0,-7.567,1,0.0341,0.67,7.1e-05,0.125,0.707,90.612,4,rock
Beartooth,Devastation,3.7,63.0,0.501,0.988,1.0,-3.339,1,0.12,6.02e-05,5.54e-05,0.394,0.192,94.953,4,rock
M-Beat,Incredible,4.5,54.0,0.807,0.903,4.0,-11.09,1,0.113,0.211,3.13e-06,0.0565,0.94,165.034,4,hiphop
The Vaccines,If You Wanna,2.9,64.0,0.353,0.866,2.0,-3.274,1,0.0392,3.03e-05,3e-05,0.295,0.544,165.215,4,rock
Bonded,Suit Murderer,4.21,10.0,0.496,0.984,11.0,-3.899,0,0.136,3.41e-05,0.000335,0.368,0.247,107.48,4,metal
Imperia,Starlight,5.44,45.0,0.51,0.944,5.0,-5.773,0,0.0385,5.68e-05,0.000167,0.228,0.635,109.985,4,metal
Reese Quartet,Lost and Found,3.44,55.0,0.488,0.153,5.0,-17.966,1,0.033,0.918,0.384,0.141,0.155,143.907,4,instrumental
Ozzy Osbourne,Straight to Hell,3.75,55.0,0.436,0.761,8.0,-2.43,1,0.0506,0.00127,0.00403,0.173,0.282,142.027,4,metal
serpentwithfeet,Fellowship,3.66,50.0,0.861,0.642,7.0,-8.634,0,0.0793,0.421,0.000262,0.0828,0.775,113.976,4,pop
Transatlantic,Heart Like a Whirlwind,5.19,35.0,0.393,0.895,10.0,-6.187,1,0.0524,0.00416,1.13e-06,0.71,0.281,131.256,4,metal
Paul Simon,Father and Daughter,4.19,54.0,0.775,0.56,4.0,-7.085,1,0.0314,0.195,0.000863,0.183,0.811,106.003,4,rock
Attila,Clarity,3.53,57.0,0.45,0.993,6.0,-2.216,1,0.292,3.45e-05,0.0308,0.451,0.217,160.029,4,metal
Maudits,Verloren Strijd,5.26,22.0,0.189,0.872,2.0,-4.918,1,0.0528,3.16e-05,0.9,0.125,0.122,109.953,4,metal
Boston,More Than a Feeling,4.75,79.0,0.377,0.682,7.0,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,4,rock
Dan Mangan,Fool For Waiting,4.05,42.0,0.325,0.342,7.0,-8.86,1,0.0358,0.748,6.63e-05,0.101,0.264,92.08,4,pop
Hermie,I Will Wait For You,2.28,40.0,0.44,0.114,2.0,-18.43,0,0.037,0.953,0.849,0.119,0.144,92.895,4,instrumental
P!nk,Just Give Me a Reason (feat. Nate Ruess),4.05,82.0,0.778,0.547,2.0,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,4,pop
West Thebarton,Moving Out,2.87,31.0,0.489,0.925,7.0,-4.679,1,0.0644,7.37e-05,0.00543,0.347,0.651,169.832,4,rock
Arrested Youth,The Kid I Used to Know,2.43,63.0,0.639,0.776,9.0,-4.61,1,0.0829,0.0731,1.97e-06,0.18,0.267,160.101,4,rock
Trapdoor,Valh√∂ll,5.97,33.0,0.52,0.761,2.0,-6.873,0,0.0304,0.000596,0.306,0.178,0.276,118.908,4,rock
The Warning,Survive,5.14,42.0,0.628,0.795,11.0,-6.941,0,0.0282,0.00406,1.36e-05,0.132,0.731,134.999,4,rock
Skegss,Fantasising,3.45,47.0,0.176,0.962,5.0,-3.139,1,0.103,1.66e-05,0.522,0.321,0.425,153.951,4,rock
